#,"Date Time, GMT-07:00","Water Content, må_/må_ (LGR S/N: 20438561, SEN S/N: 20446495, LBL: probe1)","Water Content, må_/må_ (LGR S/N: 20438561, SEN S/N: 20446496, LBL: probe2)","Water Content, må_/må_ (LGR S/N: 20438561, SEN S/N: 20446497, LBL: probe3)"
70,8/22/18 17:34,0.2732,-0.2505,0.329
71,8/22/18 17:35,0.2732,-0.2505,0.329
72,8/22/18 17:36,0.2732,-0.2505,0.329
73,8/22/18 17:37,0.2732,-0.2505,0.329
74,8/22/18 17:38,0.2732,-0.2505,0.329
75,8/22/18 17:39,0.2732,-0.2505,0.329
76,8/22/18 17:40,0.2732,-0.2505,0.329
77,8/22/18 17:41,0.2732,-0.2505,0.329
78,8/22/18 17:42,0.2732,-0.2505,0.329
79,8/22/18 17:43,0.2732,-0.2505,0.329
80,8/22/18 17:44,0.2729,-0.2505,0.3286
81,8/22/18 17:45,0.2732,-0.2505,0.329
82,8/22/18 17:46,0.2732,-0.2505,0.329
83,8/22/18 17:47,0.2732,-0.2505,0.329
84,8/22/18 17:48,0.2732,-0.2505,0.3286
85,8/22/18 17:49,0.2732,-0.2505,0.3286
86,8/22/18 17:50,0.2732,-0.2505,0.3286
87,8/22/18 17:51,0.2732,-0.2505,0.3286
88,8/22/18 17:52,0.2729,-0.2505,0.3286
89,8/22/18 17:53,0.2732,-0.2505,0.3286
90,8/22/18 17:54,0.2732,-0.2505,0.3286
91,8/22/18 17:55,0.2732,-0.2505,0.3286
92,8/22/18 17:56,0.2732,-0.2505,0.3286
93,8/22/18 17:57,0.2732,-0.2505,0.3286
94,8/22/18 17:58,0.2732,-0.2505,0.3286
95,8/22/18 17:59,0.2732,-0.2505,0.3286
96,8/22/18 18:00,0.2732,-0.2505,0.3286
97,8/22/18 18:01,0.2732,-0.2505,0.3286
98,8/22/18 18:02,0.2732,-0.2505,0.3286
99,8/22/18 18:03,0.2732,-0.2505,0.3286
100,8/22/18 18:04,0.2732,-0.2505,0.3282
101,8/22/18 18:05,0.2732,-0.2505,0.3286
102,8/22/18 18:06,0.2732,-0.2505,0.3282
103,8/22/18 18:07,0.2732,-0.2505,0.3286
104,8/22/18 18:08,0.2729,-0.2505,0.3282
105,8/22/18 18:09,0.2732,-0.2505,0.3282
106,8/22/18 18:10,0.2732,-0.2505,0.3282
107,8/22/18 18:11,0.2732,-0.2505,0.3282
108,8/22/18 18:12,0.2732,-0.2505,0.3282
109,8/22/18 18:13,0.2732,-0.2505,0.3282
110,8/22/18 18:14,0.2732,-0.2505,0.3282
111,8/22/18 18:15,0.2732,-0.2505,0.3282
112,8/22/18 18:16,0.2732,-0.2505,0.3282
113,8/22/18 18:17,0.2732,-0.2505,0.3282
114,8/22/18 18:18,0.2732,-0.2505,0.3282
115,8/22/18 18:19,0.2732,-0.2505,0.3282
116,8/22/18 18:20,0.2732,-0.2505,0.3282
117,8/22/18 18:21,0.2732,-0.2505,0.3282
118,8/22/18 18:22,0.2732,-0.2505,0.3277
119,8/22/18 18:23,0.2732,-0.2505,0.3282
120,8/22/18 18:24,0.2732,-0.2505,0.3277
121,8/22/18 18:25,0.2732,-0.2505,0.3282
122,8/22/18 18:26,0.2732,-0.2505,0.3277
123,8/22/18 18:27,0.2732,-0.2505,0.3277
124,8/22/18 18:28,0.2732,-0.2505,0.3277
125,8/22/18 18:29,0.2732,-0.2505,0.3277
126,8/22/18 18:30,0.2732,-0.2505,0.3277
127,8/22/18 18:31,0.2732,-0.2505,0.3277
128,8/22/18 18:32,0.2732,-0.2505,0.3277
129,8/22/18 18:33,0.2732,-0.2505,0.3277
130,8/22/18 18:34,0.2732,-0.2505,0.3277
131,8/22/18 18:35,0.2732,-0.2505,0.3277
132,8/22/18 18:36,0.2732,-0.2505,0.3277
133,8/22/18 18:37,0.2732,-0.2505,0.3277
134,8/22/18 18:38,0.2732,-0.2505,0.3277
135,8/22/18 18:39,0.2732,-0.2505,0.3277
136,8/22/18 18:40,0.2732,-0.2505,0.3277
137,8/22/18 18:41,0.2732,-0.2505,0.3277
138,8/22/18 18:42,0.2732,-0.2505,0.3277
139,8/22/18 18:43,0.2732,-0.2505,0.3277
140,8/22/18 18:44,0.2732,-0.2505,0.3274
141,8/22/18 18:45,0.2732,-0.2505,0.3277
142,8/22/18 18:46,0.2732,-0.2505,0.3274
143,8/22/18 18:47,0.2732,-0.2505,0.3277
144,8/22/18 18:48,0.2732,-0.2505,0.3274
145,8/22/18 18:49,0.2732,-0.2505,0.3274
146,8/22/18 18:50,0.2732,-0.2505,0.3274
147,8/22/18 18:51,0.2732,-0.2505,0.3274
148,8/22/18 18:52,0.2732,-0.2505,0.3274
149,8/22/18 18:53,0.2732,-0.2505,0.3274
150,8/22/18 18:54,0.2732,-0.2505,0.3274
151,8/22/18 18:55,0.2732,-0.2505,0.3274
152,8/22/18 18:56,0.2732,-0.2505,0.3274
153,8/22/18 18:57,0.2732,-0.2505,0.3274
154,8/22/18 18:58,0.2732,-0.2505,0.3274
155,8/22/18 18:59,0.2732,-0.2505,0.3274
156,8/22/18 19:00,0.2732,-0.2505,0.3274
157,8/22/18 19:01,0.2732,-0.2505,0.3274
158,8/22/18 19:02,0.2732,-0.2505,0.3274
159,8/22/18 19:03,0.2732,-0.2505,0.3274
160,8/22/18 19:04,0.2732,-0.2505,0.3274
161,8/22/18 19:05,0.2732,-0.2505,0.3274
162,8/22/18 19:06,0.2732,-0.2505,0.3274
163,8/22/18 19:07,0.2732,-0.2505,0.3274
164,8/22/18 19:08,0.2732,-0.2505,0.3269
165,8/22/18 19:09,0.2732,-0.2505,0.3274
166,8/22/18 19:10,0.2732,-0.2505,0.3269
167,8/22/18 19:11,0.2732,-0.2505,0.3274
168,8/22/18 19:12,0.2732,-0.2505,0.3269
169,8/22/18 19:13,0.2732,-0.2505,0.3274
170,8/22/18 19:14,0.2732,-0.2505,0.3269
171,8/22/18 19:15,0.2732,-0.2505,0.3274
172,8/22/18 19:16,0.2732,-0.2505,0.3269
173,8/22/18 19:17,0.2732,-0.2505,0.3274
174,8/22/18 19:18,0.2732,-0.2505,0.3269
175,8/22/18 19:19,0.2732,-0.2505,0.3269
176,8/22/18 19:20,0.2732,-0.2505,0.3269
177,8/22/18 19:21,0.2732,-0.2505,0.3269
178,8/22/18 19:22,0.2732,-0.2505,0.3269
179,8/22/18 19:23,0.2732,-0.2505,0.3269
180,8/22/18 19:24,0.2732,-0.2505,0.3269
181,8/22/18 19:25,0.2732,-0.2505,0.3269
182,8/22/18 19:26,0.2732,-0.2505,0.3269
183,8/22/18 19:27,0.2732,-0.2505,0.3269
184,8/22/18 19:28,0.2732,-0.2505,0.3269
185,8/22/18 19:29,0.2732,-0.2505,0.3269
186,8/22/18 19:30,0.2732,-0.2505,0.3269
187,8/22/18 19:31,0.2732,-0.2505,0.3269
188,8/22/18 19:32,0.2732,-0.2505,0.3265
189,8/22/18 19:33,0.2732,-0.2505,0.3269
190,8/22/18 19:34,0.2732,-0.2505,0.3269
191,8/22/18 19:35,0.2732,-0.2505,0.3269
192,8/22/18 19:36,0.2732,-0.2505,0.3265
193,8/22/18 19:37,0.2732,-0.2505,0.3269
194,8/22/18 19:38,0.2732,-0.2505,0.3265
195,8/22/18 19:39,0.2732,-0.2505,0.3269
196,8/22/18 19:40,0.2729,-0.2505,0.3269
197,8/22/18 19:41,0.2732,-0.2505,0.3265
198,8/22/18 19:42,0.2729,-0.2505,0.3265
199,8/22/18 19:43,0.2732,-0.2505,0.3265
200,8/22/18 19:44,0.2732,-0.2505,0.3265
201,8/22/18 19:45,0.2732,-0.2505,0.3265
202,8/22/18 19:46,0.2732,-0.2505,0.3265
203,8/22/18 19:47,0.2732,-0.2505,0.3265
204,8/22/18 19:48,0.2732,-0.2505,0.3265
205,8/22/18 19:49,0.2732,-0.2505,0.3265
206,8/22/18 19:50,0.2732,-0.2505,0.3265
207,8/22/18 19:51,0.2732,-0.2505,0.3265
208,8/22/18 19:52,0.2732,-0.252,0.3265
209,8/22/18 19:53,0.2732,-0.2505,0.3265
210,8/22/18 19:54,0.2732,-0.2505,0.3265
211,8/22/18 19:55,0.2732,-0.2505,0.3265
212,8/22/18 19:56,0.2732,-0.2505,0.3265
213,8/22/18 19:57,0.2732,-0.252,0.3265
214,8/22/18 19:58,0.2732,-0.2505,0.3265
215,8/22/18 19:59,0.2732,-0.2505,0.3265
216,8/22/18 20:00,0.2732,-0.2505,0.3265
217,8/22/18 20:01,0.2732,-0.2505,0.3265
218,8/22/18 20:02,0.2732,-0.2505,0.3265
219,8/22/18 20:03,0.2732,-0.252,0.3265
220,8/22/18 20:04,0.2732,-0.252,0.3265
221,8/22/18 20:05,0.2732,-0.252,0.3265
222,8/22/18 20:06,0.2732,-0.252,0.3261
223,8/22/18 20:07,0.2732,-0.252,0.3265
224,8/22/18 20:08,0.2732,-0.252,0.3265
225,8/22/18 20:09,0.2732,-0.252,0.3261
226,8/22/18 20:10,0.2729,-0.252,0.3261
227,8/22/18 20:11,0.2732,-0.252,0.3261
228,8/22/18 20:12,0.2729,-0.252,0.3261
229,8/22/18 20:13,0.2732,-0.252,0.3265
230,8/22/18 20:14,0.2732,-0.252,0.3261
231,8/22/18 20:15,0.2732,-0.252,0.3261
232,8/22/18 20:16,0.2732,-0.252,0.3261
233,8/22/18 20:17,0.2732,-0.252,0.3265
234,8/22/18 20:18,0.2732,-0.252,0.3261
235,8/22/18 20:19,0.2732,-0.252,0.3265
236,8/22/18 20:20,0.2732,-0.252,0.3261
237,8/22/18 20:21,0.2732,-0.252,0.3261
238,8/22/18 20:22,0.2732,-0.252,0.3261
239,8/22/18 20:23,0.2732,-0.252,0.3261
240,8/22/18 20:24,0.2732,-0.252,0.3261
241,8/22/18 20:25,0.2732,-0.252,0.3261
242,8/22/18 20:26,0.2732,-0.252,0.3261
243,8/22/18 20:27,0.2732,-0.252,0.3261
244,8/22/18 20:28,0.2732,-0.252,0.3261
245,8/22/18 20:29,0.2732,-0.252,0.3261
246,8/22/18 20:30,0.2732,-0.252,0.3261
247,8/22/18 20:31,0.2732,-0.252,0.3261
248,8/22/18 20:32,0.2732,-0.252,0.3261
249,8/22/18 20:33,0.2732,-0.252,0.3261
250,8/22/18 20:34,0.2732,-0.252,0.3261
251,8/22/18 20:35,0.2732,-0.252,0.3261
252,8/22/18 20:36,0.2732,-0.252,0.3261
253,8/22/18 20:37,0.2732,-0.252,0.3261
254,8/22/18 20:38,0.2729,-0.252,0.3261
255,8/22/18 20:39,0.2732,-0.252,0.3261
256,8/22/18 20:40,0.2732,-0.252,0.3256
257,8/22/18 20:41,0.2732,-0.252,0.3261
258,8/22/18 20:42,0.2732,-0.252,0.3256
259,8/22/18 20:43,0.2732,-0.252,0.3261
260,8/22/18 20:44,0.2732,-0.252,0.3256
261,8/22/18 20:45,0.2732,-0.252,0.3256
262,8/22/18 20:46,0.2729,-0.252,0.3256
263,8/22/18 20:47,0.2732,-0.252,0.3256
264,8/22/18 20:48,0.2729,-0.252,0.3256
265,8/22/18 20:49,0.2732,-0.252,0.3256
266,8/22/18 20:50,0.2732,-0.252,0.3256
267,8/22/18 20:51,0.2732,-0.252,0.3256
268,8/22/18 20:52,0.2732,-0.252,0.3256
269,8/22/18 20:53,0.2732,-0.252,0.3256
270,8/22/18 20:54,0.2732,-0.252,0.3256
271,8/22/18 20:55,0.2732,-0.252,0.3261
272,8/22/18 20:56,0.2729,-0.252,0.3256
273,8/22/18 20:57,0.2732,-0.252,0.3256
274,8/22/18 20:58,0.2732,-0.252,0.3256
275,8/22/18 20:59,0.2732,-0.252,0.3256
276,8/22/18 21:00,0.2732,-0.252,0.3256
277,8/22/18 21:01,0.2732,-0.252,0.3256
278,8/22/18 21:02,0.2729,-0.252,0.3256
279,8/22/18 21:03,0.2732,-0.252,0.3256
280,8/22/18 21:04,0.2729,-0.252,0.3256
281,8/22/18 21:05,0.2732,-0.252,0.3256
282,8/22/18 21:06,0.2729,-0.252,0.3256
283,8/22/18 21:07,0.2732,-0.252,0.3256
284,8/22/18 21:08,0.2732,-0.252,0.3256
285,8/22/18 21:09,0.2732,-0.252,0.3256
286,8/22/18 21:10,0.2732,-0.252,0.3256
287,8/22/18 21:11,0.2732,-0.252,0.3256
288,8/22/18 21:12,0.2729,-0.252,0.3256
289,8/22/18 21:13,0.2732,-0.252,0.3256
290,8/22/18 21:14,0.2732,-0.252,0.3256
291,8/22/18 21:15,0.2732,-0.252,0.3256
292,8/22/18 21:16,0.2729,-0.252,0.3256
293,8/22/18 21:17,0.2732,-0.252,0.3256
294,8/22/18 21:18,0.2729,-0.252,0.3256
295,8/22/18 21:19,0.2732,-0.252,0.3256
296,8/22/18 21:20,0.2732,-0.252,0.3252
297,8/22/18 21:21,0.2732,-0.252,0.3256
298,8/22/18 21:22,0.2729,-0.252,0.3252
299,8/22/18 21:23,0.2732,-0.252,0.3256
300,8/22/18 21:24,0.2732,-0.252,0.3252
301,8/22/18 21:25,0.2732,-0.252,0.3256
302,8/22/18 21:26,0.2729,-0.252,0.3252
303,8/22/18 21:27,0.2732,-0.252,0.3256
304,8/22/18 21:28,0.2732,-0.252,0.3252
305,8/22/18 21:29,0.2732,-0.252,0.3252
306,8/22/18 21:30,0.2729,-0.252,0.3252
307,8/22/18 21:31,0.2732,-0.252,0.3256
308,8/22/18 21:32,0.2732,-0.252,0.3252
309,8/22/18 21:33,0.2732,-0.252,0.3256
310,8/22/18 21:34,0.2732,-0.252,0.3252
311,8/22/18 21:35,0.2732,-0.252,0.3252
312,8/22/18 21:36,0.2732,-0.252,0.3252
313,8/22/18 21:37,0.2732,-0.252,0.3256
314,8/22/18 21:38,0.2732,-0.252,0.3252
315,8/22/18 21:39,0.2732,-0.252,0.3252
316,8/22/18 21:40,0.2732,-0.252,0.3252
317,8/22/18 21:41,0.2732,-0.252,0.3252
318,8/22/18 21:42,0.2732,-0.252,0.3252
319,8/22/18 21:43,0.2732,-0.252,0.3252
320,8/22/18 21:44,0.2729,-0.252,0.3252
321,8/22/18 21:45,0.2732,-0.252,0.3252
322,8/22/18 21:46,0.2729,-0.252,0.3252
323,8/22/18 21:47,0.2732,-0.252,0.3252
324,8/22/18 21:48,0.2732,-0.252,0.3252
325,8/22/18 21:49,0.2732,-0.252,0.3252
326,8/22/18 21:50,0.2729,-0.252,0.3252
327,8/22/18 21:51,0.2732,-0.252,0.3252
328,8/22/18 21:52,0.2732,-0.2535,0.3252
329,8/22/18 21:53,0.2732,-0.2535,0.3252
330,8/22/18 21:54,0.2729,-0.2535,0.3252
331,8/22/18 21:55,0.2732,-0.252,0.3252
332,8/22/18 21:56,0.2729,-0.2535,0.3252
333,8/22/18 21:57,0.2732,-0.2535,0.3252
334,8/22/18 21:58,0.2729,-0.2535,0.3252
335,8/22/18 21:59,0.2732,-0.252,0.3252
336,8/22/18 22:00,0.2732,-0.2535,0.3252
337,8/22/18 22:01,0.2732,-0.252,0.3252
338,8/22/18 22:02,0.2729,-0.252,0.3252
339,8/22/18 22:03,0.2732,-0.2535,0.3252
340,8/22/18 22:04,0.2729,-0.252,0.3252
341,8/22/18 22:05,0.2732,-0.2535,0.3252
342,8/22/18 22:06,0.2732,-0.2535,0.3249
343,8/22/18 22:07,0.2732,-0.2535,0.3252
344,8/22/18 22:08,0.2732,-0.2535,0.3252
345,8/22/18 22:09,0.2732,-0.2535,0.3252
346,8/22/18 22:10,0.2732,-0.2535,0.3252
347,8/22/18 22:11,0.2732,-0.2535,0.3252
348,8/22/18 22:12,0.2732,-0.252,0.3249
349,8/22/18 22:13,0.2732,-0.2535,0.3252
350,8/22/18 22:14,0.2732,-0.2535,0.3252
351,8/22/18 22:15,0.2732,-0.2535,0.3252
352,8/22/18 22:16,0.2732,-0.2535,0.3249
353,8/22/18 22:17,0.2732,-0.252,0.3252
354,8/22/18 22:18,0.2732,-0.2535,0.3249
355,8/22/18 22:19,0.2732,-0.2535,0.3252
356,8/22/18 22:20,0.2729,-0.2535,0.3252
357,8/22/18 22:21,0.2732,-0.2535,0.3252
358,8/22/18 22:22,0.2729,-0.2535,0.3249
359,8/22/18 22:23,0.2732,-0.2535,0.3252
360,8/22/18 22:24,0.2732,-0.2535,0.3249
361,8/22/18 22:25,0.2732,-0.2535,0.3249
362,8/22/18 22:26,0.2732,-0.2535,0.3249
363,8/22/18 22:27,0.2732,-0.2535,0.3249
364,8/22/18 22:28,0.2732,-0.2535,0.3249
365,8/22/18 22:29,0.2732,-0.2535,0.3249
366,8/22/18 22:30,0.2732,-0.2535,0.3249
367,8/22/18 22:31,0.2732,-0.2535,0.3249
368,8/22/18 22:32,0.2732,-0.2535,0.3249
369,8/22/18 22:33,0.2732,-0.2535,0.3249
370,8/22/18 22:34,0.2732,-0.2535,0.3249
371,8/22/18 22:35,0.2732,-0.2535,0.3249
372,8/22/18 22:36,0.2732,-0.2535,0.3249
373,8/22/18 22:37,0.2732,-0.2535,0.3249
374,8/22/18 22:38,0.2732,-0.2535,0.3249
375,8/22/18 22:39,0.2732,-0.2535,0.3249
376,8/22/18 22:40,0.2732,-0.2535,0.3249
377,8/22/18 22:41,0.2732,-0.2535,0.3249
378,8/22/18 22:42,0.2732,-0.2535,0.3249
379,8/22/18 22:43,0.2732,-0.2535,0.3249
380,8/22/18 22:44,0.2732,-0.2535,0.3249
381,8/22/18 22:45,0.2732,-0.2535,0.3249
382,8/22/18 22:46,0.2729,-0.2535,0.3249
383,8/22/18 22:47,0.2732,-0.2535,0.3249
384,8/22/18 22:48,0.2729,-0.2535,0.3249
385,8/22/18 22:49,0.2732,-0.2535,0.3249
386,8/22/18 22:50,0.2732,-0.2535,0.3249
387,8/22/18 22:51,0.2732,-0.2535,0.3249
388,8/22/18 22:52,0.2732,-0.2535,0.3249
389,8/22/18 22:53,0.2732,-0.2535,0.3249
390,8/22/18 22:54,0.2729,-0.2535,0.3249
391,8/22/18 22:55,0.2732,-0.2535,0.3249
392,8/22/18 22:56,0.2732,-0.2535,0.3249
393,8/22/18 22:57,0.2732,-0.2535,0.3249
394,8/22/18 22:58,0.2732,-0.2535,0.3249
395,8/22/18 22:59,0.2732,-0.2535,0.3249
396,8/22/18 23:00,0.2729,-0.2535,0.3249
397,8/22/18 23:01,0.2732,-0.2535,0.3249
398,8/22/18 23:02,0.2732,-0.2535,0.3249
399,8/22/18 23:03,0.2732,-0.2535,0.3249
400,8/22/18 23:04,0.2732,-0.2535,0.3244
401,8/22/18 23:05,0.2732,-0.2535,0.3249
402,8/22/18 23:06,0.2732,-0.2535,0.3249
403,8/22/18 23:07,0.2732,-0.2535,0.3249
404,8/22/18 23:08,0.2732,-0.2535,0.3249
405,8/22/18 23:09,0.2732,-0.2535,0.3249
406,8/22/18 23:10,0.2732,-0.2535,0.3249
407,8/22/18 23:11,0.2732,-0.2535,0.3249
408,8/22/18 23:12,0.2732,-0.2535,0.3244
409,8/22/18 23:13,0.2732,-0.2535,0.3249
410,8/22/18 23:14,0.2732,-0.2535,0.3244
411,8/22/18 23:15,0.2732,-0.2535,0.3244
412,8/22/18 23:16,0.2732,-0.2535,0.3249
413,8/22/18 23:17,0.2732,-0.2535,0.3249
414,8/22/18 23:18,0.2732,-0.2535,0.3244
415,8/22/18 23:19,0.2732,-0.2535,0.3244
416,8/22/18 23:20,0.2732,-0.2535,0.3244
417,8/22/18 23:21,0.2732,-0.2535,0.3249
418,8/22/18 23:22,0.2732,-0.2535,0.3244
419,8/22/18 23:23,0.2732,-0.2535,0.3249
420,8/22/18 23:24,0.2732,-0.2535,0.3249
421,8/22/18 23:25,0.2732,-0.2535,0.3244
422,8/22/18 23:26,0.2729,-0.2535,0.3244
423,8/22/18 23:27,0.2732,-0.2535,0.3244
424,8/22/18 23:28,0.2732,-0.2535,0.3244
425,8/22/18 23:29,0.2732,-0.2535,0.3244
426,8/22/18 23:30,0.2732,-0.2535,0.3244
427,8/22/18 23:31,0.2732,-0.2535,0.3249
428,8/22/18 23:32,0.2732,-0.2535,0.3244
429,8/22/18 23:33,0.2732,-0.2535,0.3244
430,8/22/18 23:34,0.2732,-0.2535,0.3244
431,8/22/18 23:35,0.2732,-0.2535,0.3244
432,8/22/18 23:36,0.2732,-0.2535,0.3244
433,8/22/18 23:37,0.2732,-0.2535,0.3244
434,8/22/18 23:38,0.2732,-0.2535,0.3244
435,8/22/18 23:39,0.2732,-0.2535,0.3244
436,8/22/18 23:40,0.2732,-0.2535,0.3244
437,8/22/18 23:41,0.2732,-0.2535,0.3244
438,8/22/18 23:42,0.2732,-0.2535,0.3244
439,8/22/18 23:43,0.2732,-0.2535,0.3244
440,8/22/18 23:44,0.2732,-0.2535,0.3244
441,8/22/18 23:45,0.2732,-0.2535,0.3244
442,8/22/18 23:46,0.2732,-0.2535,0.3244
443,8/22/18 23:47,0.2732,-0.2535,0.3244
444,8/22/18 23:48,0.2732,-0.2535,0.3244
445,8/22/18 23:49,0.2732,-0.2535,0.3244
446,8/22/18 23:50,0.2732,-0.2535,0.3244
447,8/22/18 23:51,0.2732,-0.2535,0.3244
448,8/22/18 23:52,0.2732,-0.2535,0.3244
449,8/22/18 23:53,0.2732,-0.2535,0.3244
450,8/22/18 23:54,0.2732,-0.2535,0.3244
451,8/22/18 23:55,0.2732,-0.2535,0.3244
452,8/22/18 23:56,0.2732,-0.2535,0.3244
453,8/22/18 23:57,0.2736,-0.2535,0.3244
454,8/22/18 23:58,0.2732,-0.2535,0.3244
455,8/22/18 23:59,0.2732,-0.2535,0.3244
456,8/23/18 0:00,0.2732,-0.2535,0.3244
457,8/23/18 0:01,0.2736,-0.2535,0.3244
458,8/23/18 0:02,0.2732,-0.2535,0.3244
459,8/23/18 0:03,0.2736,-0.2535,0.3244
460,8/23/18 0:04,0.2732,-0.2535,0.3244
461,8/23/18 0:05,0.2736,-0.2535,0.3244
462,8/23/18 0:06,0.2732,-0.2535,0.3244
463,8/23/18 0:07,0.2732,-0.2535,0.3244
464,8/23/18 0:08,0.2732,-0.2535,0.3244
465,8/23/18 0:09,0.2736,-0.2535,0.3244
466,8/23/18 0:10,0.2732,-0.2535,0.3244
467,8/23/18 0:11,0.2732,-0.2535,0.3244
468,8/23/18 0:12,0.2732,-0.2535,0.3244
469,8/23/18 0:13,0.2732,-0.2535,0.3244
470,8/23/18 0:14,0.2732,-0.2535,0.3244
471,8/23/18 0:15,0.2732,-0.2535,0.3244
472,8/23/18 0:16,0.2732,-0.2535,0.3244
473,8/23/18 0:17,0.2736,-0.2535,0.3244
474,8/23/18 0:18,0.2732,-0.2535,0.3244
475,8/23/18 0:19,0.2732,-0.2535,0.3244
476,8/23/18 0:20,0.2732,-0.2535,0.3244
477,8/23/18 0:21,0.2732,-0.2535,0.3244
478,8/23/18 0:22,0.2732,-0.2535,0.324
479,8/23/18 0:23,0.2736,-0.2535,0.3244
480,8/23/18 0:24,0.2732,-0.2535,0.3244
481,8/23/18 0:25,0.2736,-0.2535,0.3244
482,8/23/18 0:26,0.2732,-0.2535,0.3244
483,8/23/18 0:27,0.2732,-0.2535,0.3244
484,8/23/18 0:28,0.2732,-0.2535,0.3244
485,8/23/18 0:29,0.2736,-0.2535,0.3244
486,8/23/18 0:30,0.2732,-0.2535,0.3244
487,8/23/18 0:31,0.2736,-0.2535,0.3244
488,8/23/18 0:32,0.2732,-0.2535,0.3244
489,8/23/18 0:33,0.2736,-0.2535,0.3244
490,8/23/18 0:34,0.2732,-0.2535,0.324
491,8/23/18 0:35,0.2736,-0.2535,0.3244
492,8/23/18 0:36,0.2732,-0.2535,0.324
493,8/23/18 0:37,0.2736,-0.2535,0.3244
494,8/23/18 0:38,0.2732,-0.2535,0.324
495,8/23/18 0:39,0.2736,-0.2535,0.3244
496,8/23/18 0:40,0.2732,-0.2535,0.324
