"Plot Title: wl_2"
"#","Date Time, GMT-07:00","Abs Pres, kPa (LGR S/N: 20389423, SEN S/N: 20389423)","Temp, °C (LGR S/N: 20389423, SEN S/N: 20389423)","Water Level, meters (LGR S/N: 20389423)","Coupler Detached (LGR S/N: 20389423)","Coupler Attached (LGR S/N: 20389423)","Host Connected (LGR S/N: 20389423)","Stopped (LGR S/N: 20389423)","End Of File (LGR S/N: 20389423)"
26,10/10/18 07:05:00 PM,96.570,23.004,0.000,,,,,
27,10/10/18 07:10:00 PM,96.587,23.004,0.002,,,,,
28,10/10/18 07:15:00 PM,96.570,23.004,0.000,,,,,
29,10/10/18 07:20:00 PM,96.604,23.004,0.004,,,,,
30,10/10/18 07:25:00 PM,96.604,23.004,0.004,,,,,
31,10/10/18 07:30:00 PM,96.604,23.004,0.004,,,,,
32,10/10/18 07:35:00 PM,96.604,23.004,0.004,,,,,
33,10/10/18 07:40:00 PM,96.620,23.004,0.005,,,,,
34,10/10/18 07:45:00 PM,96.604,23.004,0.004,,,,,
35,10/10/18 07:50:00 PM,96.601,22.908,0.003,,,,,
36,10/10/18 07:55:00 PM,96.617,22.908,0.005,,,,,
37,10/10/18 08:00:00 PM,96.634,22.908,0.007,,,,,
38,10/10/18 08:05:00 PM,96.634,22.908,0.007,,,,,
39,10/10/18 08:10:00 PM,96.617,22.908,0.005,,,,,
40,10/10/18 08:15:00 PM,96.634,22.908,0.007,,,,,
41,10/10/18 08:20:00 PM,96.634,22.908,0.007,,,,,
42,10/10/18 08:25:00 PM,96.634,22.908,0.007,,,,,
43,10/10/18 08:30:00 PM,96.634,22.908,0.007,,,,,
44,10/10/18 08:35:00 PM,96.634,22.908,0.007,,,,,
45,10/10/18 08:40:00 PM,96.634,22.908,0.007,,,,,
46,10/10/18 08:45:00 PM,96.634,22.908,0.007,,,,,
47,10/10/18 08:50:00 PM,96.634,22.908,0.007,,,,,
48,10/10/18 08:55:00 PM,96.634,22.908,0.007,,,,,
49,10/10/18 09:00:00 PM,96.648,22.812,0.008,,,,,
50,10/10/18 09:05:00 PM,96.648,22.812,0.008,,,,,
51,10/10/18 09:10:00 PM,96.631,22.812,0.006,,,,,
52,10/10/18 09:15:00 PM,96.648,22.812,0.008,,,,,
53,10/10/18 09:20:00 PM,96.651,22.908,0.008,,,,,
54,10/10/18 09:25:00 PM,96.634,22.908,0.007,,,,,
55,10/10/18 09:30:00 PM,96.651,22.908,0.008,,,,,
56,10/10/18 09:35:00 PM,96.651,22.908,0.008,,,,,
57,10/10/18 09:40:00 PM,96.648,22.812,0.008,,,,,
58,10/10/18 09:45:00 PM,96.648,22.812,0.008,,,,,
59,10/10/18 09:50:00 PM,96.665,22.812,0.010,,,,,
60,10/10/18 09:55:00 PM,96.661,22.717,0.009,,,,,
61,10/10/18 10:00:00 PM,96.645,22.717,0.007,,,,,
62,10/10/18 10:05:00 PM,96.661,22.717,0.009,,,,,
63,10/10/18 10:10:00 PM,96.661,22.717,0.009,,,,,
64,10/10/18 10:15:00 PM,96.658,22.621,0.008,,,,,
65,10/10/18 10:20:00 PM,96.658,22.621,0.008,,,,,
66,10/10/18 10:25:00 PM,96.658,22.621,0.008,,,,,
67,10/10/18 10:30:00 PM,96.642,22.621,0.007,,,,,
68,10/10/18 10:35:00 PM,96.658,22.621,0.008,,,,,
69,10/10/18 10:40:00 PM,96.639,22.525,0.006,,,,,
70,10/10/18 10:45:00 PM,96.639,22.525,0.006,,,,,
71,10/10/18 10:50:00 PM,96.639,22.525,0.006,,,,,
72,10/10/18 10:55:00 PM,96.639,22.525,0.006,,,,,
73,10/10/18 11:00:00 PM,96.639,22.525,0.006,,,,,
74,10/10/18 11:05:00 PM,96.652,22.429,0.007,,,,,
75,10/10/18 11:10:00 PM,96.652,22.429,0.007,,,,,
76,10/10/18 11:15:00 PM,96.652,22.429,0.007,,,,,
77,10/10/18 11:20:00 PM,96.669,22.429,0.009,,,,,
78,10/10/18 11:25:00 PM,96.669,22.429,0.009,,,,,
79,10/10/18 11:30:00 PM,96.669,22.429,0.009,,,,,
80,10/10/18 11:35:00 PM,96.652,22.429,0.007,,,,,
81,10/10/18 11:40:00 PM,96.669,22.429,0.009,,,,,
82,10/10/18 11:45:00 PM,96.683,22.333,0.010,,,,,
83,10/10/18 11:50:00 PM,96.683,22.333,0.010,,,,,
84,10/10/18 11:55:00 PM,96.666,22.333,0.008,,,,,
85,10/11/18 12:00:00 AM,96.666,22.333,0.008,,,,,
86,10/11/18 12:05:00 AM,96.683,22.333,0.010,,,,,
87,10/11/18 12:10:00 AM,96.666,22.333,0.008,,,,,
88,10/11/18 12:15:00 AM,96.686,22.429,0.011,,,,,
89,10/11/18 12:20:00 AM,96.686,22.429,0.011,,,,,
90,10/11/18 12:25:00 AM,96.703,22.429,0.013,,,,,
91,10/11/18 12:30:00 AM,96.686,22.429,0.011,,,,,
92,10/11/18 12:35:00 AM,96.703,22.429,0.013,,,,,
93,10/11/18 12:40:00 AM,96.703,22.429,0.013,,,,,
94,10/11/18 12:45:00 AM,96.686,22.429,0.011,,,,,
95,10/11/18 12:50:00 AM,96.703,22.429,0.013,,,,,
96,10/11/18 12:55:00 AM,96.703,22.429,0.013,,,,,
97,10/11/18 01:00:00 AM,96.686,22.429,0.011,,,,,
98,10/11/18 01:05:00 AM,96.686,22.429,0.011,,,,,
99,10/11/18 01:10:00 AM,96.686,22.429,0.011,,,,,
100,10/11/18 01:15:00 AM,96.703,22.429,0.013,,,,,
101,10/11/18 01:20:00 AM,96.686,22.429,0.011,,,,,
102,10/11/18 01:25:00 AM,96.686,22.429,0.011,,,,,
103,10/11/18 01:30:00 AM,96.669,22.429,0.009,,,,,
104,10/11/18 01:35:00 AM,96.669,22.429,0.009,,,,,
105,10/11/18 01:40:00 AM,96.686,22.429,0.011,,,,,
106,10/11/18 01:45:00 AM,96.686,22.429,0.011,,,,,
107,10/11/18 01:50:00 AM,96.669,22.429,0.009,,,,,
108,10/11/18 01:55:00 AM,96.669,22.429,0.009,,,,,
109,10/11/18 02:00:00 AM,96.669,22.429,0.009,,,,,
110,10/11/18 02:05:00 AM,96.669,22.429,0.009,,,,,
111,10/11/18 02:10:00 AM,96.686,22.429,0.011,,,,,
112,10/11/18 02:15:00 AM,96.669,22.429,0.009,,,,,
113,10/11/18 02:20:00 AM,96.686,22.429,0.011,,,,,
114,10/11/18 02:25:00 AM,96.686,22.429,0.011,,,,,
115,10/11/18 02:30:00 AM,96.686,22.429,0.011,,,,,
116,10/11/18 02:35:00 AM,96.703,22.429,0.013,,,,,
117,10/11/18 02:40:00 AM,96.686,22.429,0.011,,,,,
118,10/11/18 02:45:00 AM,96.672,22.525,0.010,,,,,
119,10/11/18 02:50:00 AM,96.689,22.525,0.011,,,,,
120,10/11/18 02:55:00 AM,96.672,22.525,0.010,,,,,
121,10/11/18 03:00:00 AM,96.672,22.525,0.010,,,,,
122,10/11/18 03:05:00 AM,96.672,22.525,0.010,,,,,
123,10/11/18 03:10:00 AM,96.672,22.525,0.010,,,,,
124,10/11/18 03:15:00 AM,96.655,22.525,0.008,,,,,
125,10/11/18 03:20:00 AM,96.655,22.525,0.008,,,,,
126,10/11/18 03:25:00 AM,96.655,22.525,0.008,,,,,
127,10/11/18 03:30:00 AM,96.655,22.525,0.008,,,,,
128,10/11/18 03:35:00 AM,96.655,22.525,0.008,,,,,
129,10/11/18 03:40:00 AM,96.655,22.525,0.008,,,,,
130,10/11/18 03:45:00 AM,96.639,22.525,0.006,,,,,
131,10/11/18 03:50:00 AM,96.639,22.525,0.006,,,,,
132,10/11/18 03:55:00 AM,96.639,22.525,0.006,,,,,
133,10/11/18 04:00:00 AM,96.639,22.525,0.006,,,,,
134,10/11/18 04:05:00 AM,96.672,22.525,0.010,,,,,
135,10/11/18 04:10:00 AM,96.655,22.525,0.008,,,,,
136,10/11/18 04:15:00 AM,96.639,22.525,0.006,,,,,
137,10/11/18 04:20:00 AM,96.655,22.525,0.008,,,,,
138,10/11/18 04:25:00 AM,96.639,22.525,0.006,,,,,
139,10/11/18 04:30:00 AM,96.655,22.525,0.008,,,,,
140,10/11/18 04:35:00 AM,96.655,22.525,0.008,,,,,
141,10/11/18 04:40:00 AM,96.655,22.525,0.008,,,,,
142,10/11/18 04:45:00 AM,96.642,22.621,0.007,,,,,
143,10/11/18 04:50:00 AM,96.658,22.621,0.008,,,,,
144,10/11/18 04:55:00 AM,96.658,22.621,0.008,,,,,
145,10/11/18 05:00:00 AM,96.675,22.621,0.010,,,,,
146,10/11/18 05:05:00 AM,96.675,22.621,0.010,,,,,
147,10/11/18 05:10:00 AM,96.675,22.621,0.010,,,,,
148,10/11/18 05:15:00 AM,96.675,22.621,0.010,,,,,
149,10/11/18 05:20:00 AM,96.692,22.621,0.012,,,,,
150,10/11/18 05:25:00 AM,96.675,22.621,0.010,,,,,
151,10/11/18 05:30:00 AM,96.692,22.621,0.012,,,,,
152,10/11/18 05:35:00 AM,96.709,22.621,0.014,,,,,
153,10/11/18 05:40:00 AM,96.692,22.621,0.012,,,,,
154,10/11/18 05:45:00 AM,96.692,22.621,0.012,,,,,
155,10/11/18 05:50:00 AM,96.692,22.621,0.012,,,,,
156,10/11/18 05:55:00 AM,96.709,22.621,0.014,,,,,
157,10/11/18 06:00:00 AM,96.709,22.621,0.014,,,,,
158,10/11/18 06:05:00 AM,96.709,22.621,0.014,,,,,
159,10/11/18 06:10:00 AM,96.692,22.621,0.012,,,,,
160,10/11/18 06:15:00 AM,96.692,22.621,0.012,,,,,
161,10/11/18 06:20:00 AM,96.709,22.621,0.014,,,,,
162,10/11/18 06:25:00 AM,96.725,22.621,0.015,,,,,
163,10/11/18 06:30:00 AM,96.725,22.621,0.015,,,,,
164,10/11/18 06:35:00 AM,96.725,22.621,0.015,,,,,
165,10/11/18 06:40:00 AM,96.742,22.621,0.017,,,,,
166,10/11/18 06:45:00 AM,96.742,22.621,0.017,,,,,
167,10/11/18 06:50:00 AM,96.742,22.621,0.017,,,,,
168,10/11/18 06:55:00 AM,96.742,22.621,0.017,,,,,
169,10/11/18 07:00:00 AM,96.742,22.621,0.017,,,,,
170,10/11/18 07:05:00 AM,96.759,22.621,0.019,,,,,
171,10/11/18 07:10:00 AM,96.759,22.621,0.019,,,,,
172,10/11/18 07:15:00 AM,96.759,22.621,0.019,,,,,
173,10/11/18 07:20:00 AM,96.776,22.621,0.020,,,,,
174,10/11/18 07:25:00 AM,96.776,22.621,0.020,,,,,
175,10/11/18 07:30:00 AM,96.776,22.621,0.020,,,,,
176,10/11/18 07:35:00 AM,96.792,22.621,0.022,,,,,
177,10/11/18 07:40:00 AM,96.792,22.621,0.022,,,,,
178,10/11/18 07:45:00 AM,96.796,22.717,0.023,,,,,
179,10/11/18 07:50:00 AM,96.796,22.717,0.023,,,,,
180,10/11/18 07:55:00 AM,96.812,22.717,0.024,,,,,
181,10/11/18 08:00:00 AM,96.812,22.717,0.024,,,,,
182,10/11/18 08:05:00 AM,96.832,22.812,0.027,,,,,
183,10/11/18 08:10:00 AM,96.832,22.812,0.027,,,,,
184,10/11/18 08:15:00 AM,96.832,22.812,0.027,,,,,
185,10/11/18 08:20:00 AM,96.849,22.812,0.028,,,,,
186,10/11/18 08:25:00 AM,96.852,22.908,0.029,,,,,
187,10/11/18 08:30:00 AM,96.852,22.908,0.029,,,,,
188,10/11/18 08:35:00 AM,96.852,22.908,0.029,,,,,
189,10/11/18 08:40:00 AM,96.852,22.908,0.029,,,,,
190,10/11/18 08:45:00 AM,96.855,23.004,0.029,,,,,
191,10/11/18 08:50:00 AM,96.838,23.004,0.028,,,,,
192,10/11/18 08:55:00 AM,96.855,23.004,0.029,,,,,
193,10/11/18 09:00:00 AM,96.855,23.004,0.029,,,,,
194,10/11/18 09:05:00 AM,96.855,23.004,0.029,,,,,
195,10/11/18 09:10:00 AM,96.838,23.004,0.028,,,,,
196,10/11/18 09:15:00 AM,96.838,23.004,0.028,,,,,
197,10/11/18 09:20:00 AM,96.841,23.100,0.028,,,,,
198,10/11/18 09:25:00 AM,96.858,23.100,0.030,,,,,
199,10/11/18 09:30:00 AM,96.875,23.100,0.032,,,,,
200,10/11/18 09:35:00 AM,96.858,23.100,0.030,,,,,
201,10/11/18 09:40:00 AM,96.858,23.100,0.030,,,,,
202,10/11/18 09:45:00 AM,96.858,23.100,0.030,,,,,
203,10/11/18 09:50:00 AM,96.858,23.100,0.030,,,,,
204,10/11/18 09:55:00 AM,96.875,23.100,0.032,,,,,
205,10/11/18 10:00:00 AM,96.858,23.100,0.030,,,,,
206,10/11/18 10:05:00 AM,96.858,23.100,0.030,,,,,
207,10/11/18 10:10:00 AM,96.861,23.196,0.031,,,,,
208,10/11/18 10:15:00 AM,96.878,23.196,0.032,,,,,
209,10/11/18 10:20:00 AM,96.878,23.196,0.032,,,,,
210,10/11/18 10:25:00 AM,96.861,23.196,0.031,,,,,
211,10/11/18 10:30:00 AM,96.844,23.196,0.029,,,,,
212,10/11/18 10:35:00 AM,96.844,23.196,0.029,,,,,
213,10/11/18 10:40:00 AM,96.844,23.196,0.029,,,,,
214,10/11/18 10:45:00 AM,96.844,23.196,0.029,,,,,
215,10/11/18 10:50:00 AM,96.844,23.196,0.029,,,,,
216,10/11/18 10:55:00 AM,96.844,23.196,0.029,,,,,
217,10/11/18 11:00:00 AM,96.844,23.196,0.029,,,,,
218,10/11/18 11:05:00 AM,96.844,23.196,0.029,,,,,
219,10/11/18 11:10:00 AM,96.844,23.196,0.029,,,,,
220,10/11/18 11:15:00 AM,96.827,23.196,0.027,,,,,
221,10/11/18 11:20:00 AM,96.811,23.196,0.025,,,,,
222,10/11/18 11:25:00 AM,96.827,23.196,0.027,,,,,
223,10/11/18 11:30:00 AM,96.827,23.196,0.027,,,,,
224,10/11/18 11:35:00 AM,96.827,23.196,0.027,,,,,
225,10/11/18 11:40:00 AM,96.827,23.196,0.027,,,,,
226,10/11/18 11:45:00 AM,96.811,23.196,0.025,,,,,
227,10/11/18 11:50:00 AM,96.827,23.196,0.027,,,,,
228,10/11/18 11:55:00 AM,96.794,23.196,0.024,,,,,
229,10/11/18 12:00:00 PM,96.811,23.196,0.025,,,,,
230,10/11/18 12:05:00 PM,96.794,23.196,0.024,,,,,
231,10/11/18 12:10:00 PM,96.777,23.196,0.022,,,,,
232,10/11/18 12:15:00 PM,96.777,23.196,0.022,,,,,
233,10/11/18 12:20:00 PM,96.760,23.196,0.020,,,,,
234,10/11/18 12:25:00 PM,96.744,23.196,0.019,,,,,
235,10/11/18 12:30:00 PM,96.727,23.196,0.017,,,,,
236,10/11/18 12:35:00 PM,96.730,23.292,0.017,,,,,
237,10/11/18 12:40:00 PM,96.713,23.292,0.016,,,,,
238,10/11/18 12:45:00 PM,96.713,23.292,0.016,,,,,
239,10/11/18 12:50:00 PM,96.713,23.292,0.016,,,,,
240,10/11/18 12:55:00 PM,96.713,23.292,0.016,,,,,
241,10/11/18 01:00:00 PM,96.699,23.388,0.014,,,,,
242,10/11/18 01:05:00 PM,96.699,23.388,0.014,,,,,
243,10/11/18 01:10:00 PM,96.699,23.388,0.014,,,,,
244,10/11/18 01:15:00 PM,96.686,23.484,0.013,,,,,
245,10/11/18 01:20:00 PM,96.672,23.581,0.012,,,,,
246,10/11/18 01:25:00 PM,96.672,23.581,0.012,,,,,
247,10/11/18 01:30:00 PM,96.658,23.677,0.011,,,,,
248,10/11/18 01:35:00 PM,96.661,23.773,0.012,,,,,
249,10/11/18 01:40:00 PM,96.647,23.869,0.010,,,,,
250,10/11/18 01:45:00 PM,96.650,23.966,0.011,,,,,
251,10/11/18 01:50:00 PM,96.634,23.966,0.009,,,,,
252,10/11/18 01:55:00 PM,96.620,24.062,0.008,,,,,
253,10/11/18 02:00:00 PM,96.623,24.158,0.009,,,,,
254,10/11/18 02:05:00 PM,96.592,24.255,0.006,,,,,
255,10/11/18 02:10:00 PM,96.612,24.351,0.008,,,,,
256,10/11/18 02:15:00 PM,96.595,24.351,0.006,,,,,
257,10/11/18 02:20:00 PM,96.598,24.448,0.007,,,,,
258,10/11/18 02:25:00 PM,96.582,24.448,0.005,,,,,
259,10/11/18 02:30:00 PM,96.579,24.351,0.005,,,,,
260,10/11/18 02:35:00 PM,96.579,24.351,0.005,,,,,
261,10/11/18 02:40:00 PM,96.579,24.351,0.005,,,,,
262,10/11/18 02:45:00 PM,96.576,24.255,0.004,,,,,
263,10/11/18 02:50:00 PM,96.576,24.255,0.004,,,,,
264,10/11/18 02:55:00 PM,96.576,24.255,0.004,,,,,
265,10/11/18 03:00:00 PM,96.576,24.255,0.004,,,,,
266,10/11/18 03:05:00 PM,96.592,24.255,0.006,,,,,
267,10/11/18 03:10:00 PM,96.588,24.641,0.006,,,,,
268,10/11/18 03:15:00 PM,96.580,24.931,0.006,,,,,
269,10/11/18 03:20:00 PM,96.597,24.931,0.008,,,,,
270,10/11/18 03:25:00 PM,96.594,24.835,0.007,,,,,
271,10/11/18 03:30:00 PM,96.619,25.125,0.011,,,,,
272,10/11/18 03:35:00 PM,96.634,25.610,0.014,,,,,
273,10/11/18 03:40:00 PM,96.632,26.097,0.015,,,,,
274,10/11/18 03:45:00 PM,96.627,26.488,0.015,,,,,
275,10/11/18 03:50:00 PM,96.639,26.879,0.018,,,,,
276,10/11/18 03:55:00 PM,96.634,27.272,0.018,,,,,
277,10/11/18 04:00:00 PM,96.654,27.370,0.020,,,,,
278,10/11/18 04:05:00 PM,96.637,27.370,0.019,,,,,
279,10/11/18 04:10:00 PM,96.654,27.370,0.020,,,,,
280,10/11/18 04:15:00 PM,96.654,27.370,0.020,,,,,
281,10/11/18 04:20:00 PM,96.651,27.272,0.020,,,,,
282,10/11/18 04:25:00 PM,96.651,27.272,0.020,,,,,
283,10/11/18 04:30:00 PM,96.651,27.272,0.020,,,,,
284,10/11/18 04:35:00 PM,96.648,27.173,0.019,,,,,
285,10/11/18 04:40:00 PM,96.648,27.173,0.019,,,,,
286,10/11/18 04:45:00 PM,96.648,27.173,0.019,,,,,
287,10/11/18 04:50:00 PM,96.645,27.075,0.019,,,,,
288,10/11/18 04:55:00 PM,96.662,27.075,0.020,,,,,
289,10/11/18 05:00:00 PM,96.659,26.977,0.020,,,,,
290,10/11/18 05:05:00 PM,96.659,26.977,0.020,,,,,
291,10/11/18 05:10:00 PM,96.659,26.977,0.020,,,,,
292,10/11/18 05:15:00 PM,96.656,26.879,0.019,,,,,
293,10/11/18 05:20:00 PM,96.656,26.879,0.019,,,,,
294,10/11/18 05:25:00 PM,96.653,26.781,0.019,,,,,
295,10/11/18 05:30:00 PM,96.653,26.781,0.019,,,,,
296,10/11/18 05:35:00 PM,96.653,26.781,0.019,,,,,
297,10/11/18 05:40:00 PM,96.650,26.683,0.018,,,,,
298,10/11/18 05:45:00 PM,96.633,26.683,0.016,,,,,
299,10/11/18 05:50:00 PM,96.647,26.585,0.018,,,,,
300,10/11/18 05:55:00 PM,96.647,26.585,0.018,,,,,
301,10/11/18 06:00:00 PM,96.661,26.488,0.019,,,,,
302,10/11/18 06:05:00 PM,96.644,26.488,0.017,,,,,
303,10/11/18 06:10:00 PM,96.644,26.488,0.017,,,,,
304,10/11/18 06:15:00 PM,96.658,26.390,0.018,,,,,
305,10/11/18 06:20:00 PM,96.641,26.390,0.016,,,,,
306,10/11/18 06:25:00 PM,96.638,26.292,0.016,,,,,
307,10/11/18 06:30:00 PM,96.655,26.292,0.018,,,,,
308,10/11/18 06:35:00 PM,96.652,26.195,0.017,,,,,
309,10/11/18 06:40:00 PM,96.652,26.195,0.017,,,,,
310,10/11/18 06:45:00 PM,96.652,26.195,0.017,,,,,
311,10/11/18 06:50:00 PM,96.666,26.097,0.018,,,,,
312,10/11/18 06:55:00 PM,96.666,26.097,0.018,,,,,
313,10/11/18 07:00:00 PM,96.683,26.097,0.020,,,,,
314,10/11/18 07:05:00 PM,96.680,26.000,0.019,,,,,
315,10/11/18 07:10:00 PM,96.713,26.000,0.023,,,,,
316,10/11/18 07:15:00 PM,96.713,26.000,0.023,,,,,
317,10/11/18 07:20:00 PM,96.730,26.000,0.024,,,,,
318,10/11/18 07:25:00 PM,96.710,25.902,0.022,,,,,
319,10/11/18 07:30:00 PM,96.727,25.902,0.024,,,,,
320,10/11/18 07:35:00 PM,96.707,25.805,0.022,,,,,
321,10/11/18 07:40:00 PM,96.724,25.805,0.023,,,,,
322,10/11/18 07:45:00 PM,96.738,25.708,0.024,,,,,
323,10/11/18 07:50:00 PM,96.754,25.708,0.026,,,,,
324,10/11/18 07:55:00 PM,96.754,25.708,0.026,,,,,
325,10/11/18 08:00:00 PM,96.752,25.610,0.026,,,,,
326,10/11/18 08:05:00 PM,96.752,25.610,0.026,,,,,
327,10/11/18 08:10:00 PM,96.732,25.513,0.023,,,,,
328,10/11/18 08:15:00 PM,96.749,25.513,0.025,,,,,
329,10/11/18 08:20:00 PM,96.749,25.513,0.025,,,,,
330,10/11/18 08:25:00 PM,96.762,25.416,0.026,,,,,
331,10/11/18 08:30:00 PM,96.779,25.416,0.028,,,,,
332,10/11/18 08:35:00 PM,96.779,25.416,0.028,,,,,
333,10/11/18 08:40:00 PM,96.759,25.319,0.026,,,,,
334,10/11/18 08:45:00 PM,96.776,25.319,0.027,,,,,
335,10/11/18 08:50:00 PM,96.776,25.319,0.027,,,,,
336,10/11/18 08:55:00 PM,96.793,25.319,0.029,,,,,
337,10/11/18 09:00:00 PM,96.793,25.319,0.029,,,,,
338,10/11/18 09:05:00 PM,96.826,25.319,0.032,,,,,
339,10/11/18 09:10:00 PM,96.807,25.222,0.030,,,,,
340,10/11/18 09:15:00 PM,96.807,25.222,0.030,,,,,
341,10/11/18 09:20:00 PM,96.823,25.222,0.032,,,,,
342,10/11/18 09:25:00 PM,96.837,25.125,0.033,,,,,
343,10/11/18 09:30:00 PM,96.820,25.125,0.031,,,,,
344,10/11/18 09:35:00 PM,96.820,25.125,0.031,,,,,
345,10/11/18 09:40:00 PM,96.820,25.125,0.031,,,,,
346,10/11/18 09:45:00 PM,96.817,25.028,0.031,,,,,
347,10/11/18 09:50:00 PM,96.834,25.028,0.032,,,,,
348,10/11/18 09:55:00 PM,96.834,25.028,0.032,,,,,
349,10/11/18 10:00:00 PM,96.848,24.931,0.034,,,,,
350,10/11/18 10:05:00 PM,96.848,24.931,0.034,,,,,
351,10/11/18 10:10:00 PM,96.848,24.931,0.034,,,,,
352,10/11/18 10:15:00 PM,96.865,24.931,0.035,,,,,
353,10/11/18 10:20:00 PM,96.862,24.835,0.035,,,,,
354,10/11/18 10:25:00 PM,96.862,24.835,0.035,,,,,
355,10/11/18 10:30:00 PM,96.879,24.835,0.037,,,,,
356,10/11/18 10:35:00 PM,96.876,24.738,0.036,,,,,
357,10/11/18 10:40:00 PM,96.892,24.738,0.038,,,,,
358,10/11/18 10:45:00 PM,96.876,24.738,0.036,,,,,
359,10/11/18 10:50:00 PM,96.876,24.738,0.036,,,,,
360,10/11/18 10:55:00 PM,96.873,24.641,0.035,,,,,
361,10/11/18 11:00:00 PM,96.873,24.641,0.035,,,,,
362,10/11/18 11:05:00 PM,96.873,24.641,0.035,,,,,
363,10/11/18 11:10:00 PM,96.889,24.641,0.037,,,,,
364,10/11/18 11:15:00 PM,96.889,24.641,0.037,,,,,
365,10/11/18 11:20:00 PM,96.886,24.545,0.036,,,,,
366,10/11/18 11:25:00 PM,96.886,24.545,0.036,,,,,
367,10/11/18 11:30:00 PM,96.886,24.545,0.036,,,,,
368,10/11/18 11:35:00 PM,96.903,24.545,0.038,,,,,
369,10/11/18 11:40:00 PM,96.920,24.545,0.040,,,,,
370,10/11/18 11:45:00 PM,96.920,24.545,0.040,,,,,
371,10/11/18 11:50:00 PM,96.937,24.545,0.042,,,,,
372,10/11/18 11:55:00 PM,96.920,24.545,0.040,,,,,
373,10/12/18 12:00:00 AM,96.920,24.545,0.040,,,,,
374,10/12/18 12:05:00 AM,96.934,24.448,0.041,,,,,
375,10/12/18 12:10:00 AM,96.934,24.448,0.041,,,,,
376,10/12/18 12:15:00 AM,96.931,24.351,0.041,,,,,
377,10/12/18 12:20:00 AM,96.947,24.351,0.042,,,,,
378,10/12/18 12:25:00 AM,96.931,24.351,0.041,,,,,
379,10/12/18 12:30:00 AM,96.944,24.255,0.042,,,,,
380,10/12/18 12:35:00 AM,96.944,24.255,0.042,,,,,
381,10/12/18 12:40:00 AM,96.928,24.255,0.040,,,,,
382,10/12/18 12:45:00 AM,96.928,24.255,0.040,,,,,
383,10/12/18 12:50:00 AM,96.911,24.255,0.038,,,,,
384,10/12/18 12:55:00 AM,96.911,24.255,0.038,,,,,
385,10/12/18 01:00:00 AM,96.911,24.255,0.038,,,,,
386,10/12/18 01:05:00 AM,96.891,24.158,0.036,,,,,
387,10/12/18 01:10:00 AM,96.908,24.158,0.038,,,,,
388,10/12/18 01:15:00 AM,96.925,24.158,0.039,,,,,
389,10/12/18 01:20:00 AM,96.908,24.158,0.038,,,,,
390,10/12/18 01:25:00 AM,96.905,24.062,0.037,,,,,
391,10/12/18 01:30:00 AM,96.922,24.062,0.039,,,,,
392,10/12/18 01:35:00 AM,96.922,24.062,0.039,,,,,
393,10/12/18 01:40:00 AM,96.905,24.062,0.037,,,,,
394,10/12/18 01:45:00 AM,96.922,24.062,0.039,,,,,
395,10/12/18 01:50:00 AM,96.905,24.062,0.037,,,,,
396,10/12/18 01:55:00 AM,96.922,24.062,0.039,,,,,
397,10/12/18 02:00:00 AM,96.888,24.062,0.035,,,,,
398,10/12/18 02:05:00 AM,96.888,24.062,0.035,,,,,
